fundamental_id,company_id,name,cik,ticker,start_date,end_date,months,fiscal_year,fiscal_period,filing_date,revenuegrowth,nopatmargin,investedcapital,investedcapitalturnover,nopat,investedcapitalincreasedecrease,freecashflow,debttoebitda,netnonopex,netnonopobligations,ebit,depreciationandamortization,ebitda,capex,dfcfnwc,dfnwc,nwc,debt,ltdebtandcapleases,netdebt,totalcapital,bookvaluepershare,tangbookvaluepershare,marketcap,enterprisevalue,pricetobook,pricetotangiblebook,pricetorevenue,pricetoearnings,dividendyield,earningsyield,evtoinvestedcapital,evtorevenue,evtoebitda,evtoebit,evtonopat,evtoocf,evtofcff,ebitdagrowth,ebitgrowth,nopatgrowth,netincomegrowth,epsgrowth,ocfgrowth,fcffgrowth,investedcapitalgrowth,revenueqoqgrowth,ebitdaqoqgrowth,ebitqoqgrowth,nopatqoqgrowth,epsqoqgrowth,ocfqoqgrowth,fcffqoqgrowth,investedcapitalqoqgrowth,grossmargin,operatingmargin,ebitmargin,profitmargin,costofrevtorevenue,sgaextorevenue,rdextorevenue,opextorevenue,taxburdenpct,interestburdenpct,efftaxrate,assetturnover,arturnover,invturnover,faturnover,apturnover,dso,dio,dpo,ccc,finleverage,leverageratio,compoundleveragefactor,ltdebttoequity,roic,nnep,roicnnepspread,rnnoa,roe,croic,oroa,roa,ebitdamargin,roce,divpayoutratio,augmentedpayoutratio,ocftocapex,stdebttocap,ltdebttocap,debttototalcapital,preferredtocap,noncontrolinttocap,commontocap,debttoequity,netdebttoebitda,ltdebttoebitda,debttonopat,netdebttonopat,ltdebttonopat,altmanzscore,ebittointerestex,nopattointerestex,ebitlesscapextointerestex,nopatlesscapextointex,ocftointerestex,ocflesscapextointerestex,fcfftointerestex,currentratio,quickratio,dfcfnwctorev,dfnwctorev,nwctorev,netincomeqoqgrowth,noncontrollinginterestsharingratio,normalizednopat,normalizednopatmargin,pretaxincomemargin,adjweightedavebasicdilutedsharesos,adjbasicdilutedeps,adjweightedavebasicsharesos,adjbasiceps,adjweightedavedilutedsharesos,adjdilutedeps,roe_simple
fun_886L3d,com_bzqpXx,"Walt Disney Co, The",1744489.0,DIS,2021-04-04,2022-04-02,,2022,Q2TTM,,0.313224,0.055298,139408000000.0,0.5582,4237170061.3,4265000000.0,-27829938.69999981,4.9428,1110170061.3,35395000000.0,5428000000.0,5097000000.0,10525000000.0,4108000000.0,-6047000000.0,7225000000.0,1826000000.0,52023000000.0,46624000000.0,35395000000.0,156036000000.0,49.7827,-1.7895,250436000000.0,299208000000.0,2.7631,,3.2684,94.4685,0.0,0.010586,2.1463,3.9049,28.4283,55.1231,70.6151,52.9572,,16.030744,2.163808,2.297834,1.779412,1.582329,0.313648,-1.007969,0.031559,0.049816,0.038276,0.073788,-0.049376,-0.136905,0.069873,0.404682,-0.002319,0.337871,0.070839,0.070839,0.04081,0.662129,0.196309,0.0,0.267031,0.767362,0.750737,0.219387,0.3805,5.8316,35.8045,2.3557,2.7625,62.5903,10.1942,132.1259,-59.3414,0.3511,1.9817,1.4877,0.4483,0.030866,0.031122,-0.000256,-9e-05,0.030776,-0.000203,0.026958,0.01553,0.137359,0.026682,0.0,0.0,1.375365,0.034601,0.298803,0.333404,0.0,0.08573,0.580866,0.5002,3.3629,4.4298,12.2778,8.3535,11.0036,2.2949,,,,,,,,1.0617,0.9127,-0.078918,0.094292,0.023831,-0.14117,0.133031,4488527607.4,0.058579,0.053182,1821483742.0,,1822000000.0,1.46,1828000000.0,1.45,0.034501
fun_alOW15,com_bzqpXx,"Walt Disney Co, The",1744489.0,DIS,2022-01-02,2022-04-02,,2022,Q2,,0.232883,0.039542,139408000000.0,0.5582,761147912.9,4265000000.0,-3503852087.1,4.9428,164147912.9,35395000000.0,1247000000.0,1287000000.0,2534000000.0,1079000000.0,-6047000000.0,7225000000.0,1826000000.0,52023000000.0,46624000000.0,35395000000.0,156036000000.0,49.7827,-1.7895,250436000000.0,299208000000.0,2.7631,,3.2684,94.4685,0.0,0.010586,2.1463,3.9049,28.4283,55.1231,70.6151,52.9572,,-0.028747,-0.067315,-0.19146,-0.462646,-0.469388,0.26585,-1.455141,0.031559,-0.117787,-0.16342,-0.291477,-0.51244,-0.566667,9.741294,-0.190627,-0.002319,0.345732,0.072991,0.064783,0.031015,0.654268,0.19575,0.0,0.272741,0.541742,0.883721,0.458258,0.3805,5.8316,35.8045,2.3557,2.7625,62.5903,10.1942,132.1259,-59.3414,0.3511,1.9817,1.7513,0.4483,0.022072,0.004602,0.01747,0.006133,0.028205,-0.000203,0.024653,0.011803,0.131643,0.024453,0.0,0.0,1.62836,0.034601,0.298803,0.333404,0.0,0.08573,0.580866,0.5002,3.3629,4.4298,12.2778,8.3535,11.0036,2.2267,,,,,,,,1.0617,0.9127,-0.078918,0.094292,0.023831,-0.481771,0.133031,866787658.8,0.04503,0.05725,1821483742.0,,1822000000.0,0.26,1828000000.0,0.26,0.034501
fun_VbGw00,com_bzqpXx,"Walt Disney Co, The",1744489.0,DIS,2021-01-03,2022-01-01,,2022,Q1TTM,,0.201251,0.061068,139732000000.0,0.5309,4457251962.9,4504000000.0,-46748037.10000038,5.34,816251962.9,36139000000.0,5055000000.0,5082000000.0,10137000000.0,3799000000.0,-4785000000.0,9659000000.0,2876000000.0,54132000000.0,47349000000.0,36139000000.0,157725000000.0,49.4395,-2.6199,283138920000.0,333006920000.0,3.1507,,3.8793,91.8686,0.0,0.010885,2.3832,4.5625,32.8506,65.8767,74.7113,63.0575,,10.732639,2.128348,2.421318,1.791006,1.615385,-0.132698,-1.01388,0.033307,0.082619,0.218829,0.576731,0.497901,0.541284,-0.051204,-1.083083,0.021911,0.343413,0.069258,0.069258,0.049885,0.656587,0.197115,0.0,0.274155,0.866286,0.831454,0.118249,0.3603,5.0453,33.9278,2.2477,2.6957,72.3444,10.7581,135.4003,-52.2977,0.3635,2.0094,1.6707,0.4571,0.032421,0.022269,0.010152,0.003691,0.036112,-0.00034,0.024951,0.017971,0.138886,0.031148,0.0,0.0,1.390103,0.043005,0.3002,0.343205,0.0,0.087044,0.569751,0.5225,3.5651,4.6709,12.1447,8.1079,10.6229,2.4478,,,,,,,,1.0957,0.9763,-0.065559,0.132337,0.039404,0.452333,0.137445,4934279324.3,0.067604,0.057585,1820633408.0,,1819000000.0,1.7,1828000000.0,1.68,0.040517
fun_6GBA7v,com_bzqpXx,"Walt Disney Co, The",1744489.0,DIS,2021-10-03,2022-01-01,,2022,Q1,,0.34279,0.071549,139732000000.0,0.5309,1561137440.8,4504000000.0,-2942862559.2,5.34,409137440.8,36139000000.0,1760000000.0,1269000000.0,3029000000.0,981000000.0,-4785000000.0,9659000000.0,2876000000.0,54132000000.0,47349000000.0,36139000000.0,157725000000.0,49.4395,-2.6199,283138920000.0,333006920000.0,3.1507,,3.8793,91.8686,0.0,0.010885,2.3832,4.5625,32.8506,65.8767,74.7113,63.0575,,1.097645,11.054795,15.395507,63.0,59.0,-3.392857,-1.445941,0.033307,0.177242,0.699776,2.4714,2.488118,5.666667,-1.076368,-0.497304,0.021911,0.332371,0.100646,0.080664,0.052798,0.667629,0.173564,0.0,0.231725,0.682464,0.959091,0.2891,0.3603,5.0453,33.9278,2.2477,2.6957,72.3444,10.7581,135.4003,-52.2977,0.3635,2.0094,1.9272,0.4571,0.037986,0.011162,0.026824,0.009752,0.047737,-0.00034,0.02906,0.019021,0.138824,0.041176,0.0,0.0,-0.204893,0.043005,0.3002,0.343205,0.0,0.087044,0.569751,0.5225,3.5651,4.6709,12.1447,8.1079,10.6229,2.3943,,,,,,,,1.0957,0.9763,-0.065559,0.132337,0.039404,3.517647,0.137445,1561137440.8,0.071549,0.077364,1820633408.0,,1819000000.0,0.61,1828000000.0,0.6,0.040517
fun_59BZm0,com_bzqpXx,"Walt Disney Co, The",1744489.0,DIS,2021-07-04,2021-10-02,,2021,Q4,,0.260216,0.024148,136736000000.0,0.4974,447558620.7,2413000000.0,-1965441379.3,6.5415,192558620.7,34512000000.0,507000000.0,1275000000.0,1782000000.0,1110000000.0,-7513000000.0,8446000000.0,2580000000.0,54406000000.0,48540000000.0,34512000000.0,156630000000.0,48.7324,-3.6503,321746280000.0,369929280000.0,3.6334,,4.7724,161.2763,0.0,0.006201,2.7054,5.4871,44.4787,115.3866,124.3182,66.4623,657.4583,2.644172,1.599291,1.755756,1.405405,1.236842,0.578884,-1.312929,0.017964,0.088826,-0.285772,-0.587469,-0.700918,-0.82,0.800274,-1.792695,0.002927,0.334143,0.027355,0.027355,0.013758,0.665857,0.233031,0.0,0.306788,0.87931,0.571992,0.117241,0.3328,5.1711,30.9753,2.084,2.3945,70.5848,11.7836,152.4304,-70.062,0.3571,2.0285,1.1603,0.4748,0.012012,0.0054,0.006613,0.002361,0.014373,0.004152,0.009104,0.004579,0.096148,0.012387,0.0,0.0,2.371171,0.037451,0.309902,0.347354,0.0,0.087282,0.565364,0.5322,4.1496,5.8362,18.2836,11.5981,16.3123,2.5366,,,,,,,,1.083,0.9437,-0.111439,0.125278,0.038269,-0.77293,0.138182,528772413.8,0.02853,0.015647,3635311896.0,,1816000000.0,0.09,1828000000.0,0.09,
fun_dKOdGL,com_bzqpXx,"Walt Disney Co, The",1744489.0,DIS,2020-10-04,2021-07-03,,2021,Q3YTD,,-0.035457,0.051303,136337000000.0,0.4647,2507899603.7,-983000000.0,3490899603.7,8.1838,255899603.7,35723000000.0,2498000000.0,3836000000.0,6334000000.0,2468000000.0,-4789000000.0,11281000000.0,6553000000.0,55838000000.0,51110000000.0,35723000000.0,156452000000.0,47.7404,-4.7855,324111300000.0,373707300000.0,3.7365,,5.0968,287.8431,0.0,0.003474,2.7411,5.8767,54.7717,226.2151,231.6958,81.2231,143.9593,1.172899,3.281279,4.271885,2.220596,1.833333,-0.506808,0.177965,-0.007158,0.090245,-0.043695,-0.080778,0.589617,0.020408,0.053314,-0.677927,0.008835,0.329228,0.051101,0.051101,0.046068,0.670772,0.18816,0.0,0.278128,0.991634,0.909127,-0.003963,0.3103,4.8959,30.1777,1.9789,2.4815,74.5515,12.095,147.0858,-60.4393,0.3667,2.0469,1.8609,0.508,0.023843,0.006971,0.016872,0.006186,0.030029,0.018972,0.015856,0.014295,0.129572,0.025885,0.0,0.0,1.188817,0.03022,0.326682,0.356902,0.0,0.088673,0.554426,0.555,5.2357,7.4908,34.6191,22.148,31.6878,2.5871,,,,,,,,1.239,1.0734,-0.075309,0.177399,0.103049,0.010801,0.137995,2142000000.0,0.043818,0.046457,1817126595.0,,1818000000.0,1.01,1830000000.0,1.0,
fun_N8A1nv,com_bzqpXx,"Walt Disney Co, The",1744489.0,DIS,2020-06-28,2021-07-03,,2021,Q3TTM,,-0.088967,0.025364,136337000000.0,0.4647,1612922531.0,-983000000.0,2595922531.0,8.1838,-10077469.0,35723000000.0,1652000000.0,5171000000.0,6823000000.0,3197000000.0,-4789000000.0,11281000000.0,6553000000.0,55838000000.0,51110000000.0,35723000000.0,156452000000.0,47.7404,-4.7855,324111300000.0,373707300000.0,3.7365,,5.0968,287.8431,0.0,0.003474,2.7411,5.8767,54.7717,226.2151,231.6958,81.2231,143.9593,0.104939,0.912037,1.170644,3.535938,1.659574,-0.373758,1.453678,-0.007158,0.089857,10.040453,1.354202,1.494034,1.248996,0.069751,-0.256651,0.008835,0.311176,0.025979,0.025979,0.025522,0.688824,0.188863,0.0,0.285198,0.959787,1.023608,0.023655,0.3103,4.8959,30.1777,1.9789,2.4815,74.5515,12.095,147.0858,-60.4393,0.3667,2.0469,2.0952,0.508,0.011788,-0.000275,0.012062,0.004423,0.016211,0.018972,0.008061,0.00792,0.107295,0.013974,0.0,0.0,1.439162,0.03022,0.326682,0.356902,0.0,0.088673,0.554426,0.555,5.2357,7.4908,34.6191,22.148,31.6878,2.5733,,,,,,,,1.239,1.0734,-0.075309,0.177399,0.103049,1.404536,0.137995,2545332347.7,0.040027,0.026592,1817126595.0,,1818000000.0,0.62,1830000000.0,0.62,0.018711
fun_RvZn57,com_bzqpXx,"Walt Disney Co, The",1744489.0,DIS,2021-04-04,2021-07-03,,2021,Q3,,0.445114,0.087912,136337000000.0,0.4647,1496442211.1,-983000000.0,2479442211.1,8.1838,373442211.1,35723000000.0,1229000000.0,1266000000.0,2495000000.0,938000000.0,-4789000000.0,11281000000.0,6553000000.0,55838000000.0,51110000000.0,35723000000.0,156452000000.0,47.7404,-4.7855,324111300000.0,373707300000.0,3.7365,,5.0968,287.8431,0.0,0.003474,2.7411,5.8767,54.7717,226.2151,231.6958,81.2231,143.9593,1.770775,1.266363,1.427897,1.248892,1.191571,0.258176,9.650525,-0.007158,0.090245,-0.043695,-0.080778,0.589617,0.020408,0.053314,-0.677927,0.008835,0.340089,0.077547,0.072201,0.065973,0.659911,0.186112,0.0,0.262543,1.128643,0.809601,-0.133668,0.3103,4.8959,30.1777,1.9789,2.4815,74.5515,12.095,147.0858,-60.4393,0.3667,2.0469,1.6572,0.508,0.040857,0.010173,0.030684,0.01125,0.052108,0.018972,0.022404,0.020471,0.146575,0.044917,0.0,0.0,1.558635,0.03022,0.326682,0.356902,0.0,0.088673,0.554426,0.555,5.2357,7.4908,34.6191,22.148,31.6878,2.5664,,,,,,,,1.239,1.0734,-0.075309,0.177399,0.103049,0.010801,0.137995,948500000.0,0.055722,0.058454,1817126595.0,,1818000000.0,0.5,1830000000.0,0.5,0.018711
fun_qReD7A,com_bzqpXx,"Walt Disney Co, The",1744489.0,DIS,2020-10-04,2021-04-03,,2021,Q2YTD,,-0.180968,0.033379,135143000000.0,0.4212,1063523511.0,-6757000000.0,7820523511.0,90.8511,-65476489.0,35947000000.0,1178000000.0,2570000000.0,3748000000.0,1530000000.0,-4412000000.0,11478000000.0,6235000000.0,56146000000.0,50903000000.0,35947000000.0,155342000000.0,47.1226,-5.7534,345626130000.0,395229130000.0,4.0405,,5.9235,,0.0,,2.9245,6.7737,639.5293,,,91.8924,113.1748,-0.426385,-0.698026,-0.62817,-0.576678,-0.64539,-0.692501,4.286263,-0.047618,-0.039141,0.806787,8.157534,8.886696,48.0,15.52381,0.16656,-0.000629,0.323426,0.036972,0.036972,0.035434,0.676574,0.189254,0.0,0.286454,0.884796,1.083192,0.097179,0.287,4.3117,16.8398,1.8152,2.3145,84.6535,21.6749,157.7042,-51.3759,0.3636,2.001,2.1675,0.5132,0.01406,-0.001773,0.015833,0.005757,0.019817,0.025211,0.010613,0.010171,0.117632,0.017162,0.0,0.0,0.962092,0.033751,0.327683,0.361435,0.0,0.087909,0.550656,0.566,58.1667,82.3673,-17.1974,-11.0105,-15.5915,2.6755,,,,,,,,1.234,1.0668,-0.075615,0.196716,0.106859,60.722222,0.133987,1539310344.8,0.048312,0.040048,1816932058.0,,1817000000.0,0.51,1829000000.0,0.5,
fun_Jbl6Em,com_bzqpXx,"Walt Disney Co, The",1744489.0,DIS,2020-03-29,2021-04-03,,2021,Q2TTM,,-0.254663,-0.055954,135143000000.0,0.4212,-3264800000.0,-6757000000.0,3492200000.0,90.8511,747200000.0,35947000000.0,-4664000000.0,5282000000.0,618000000.0,2967000000.0,-4412000000.0,11478000000.0,6235000000.0,56146000000.0,50903000000.0,35947000000.0,155342000000.0,47.1226,-5.7534,345626130000.0,395229130000.0,4.0405,,5.9235,,0.0,,2.9245,6.7737,639.5293,,,91.8924,113.1748,-0.954705,-1.554974,-1.516188,-1.685343,-1.943182,-0.102462,2.219145,-0.047618,-0.039697,-0.284722,-0.041071,-0.041071,0.087912,-0.293644,0.036876,-0.000629,0.306472,-0.079934,-0.079934,-0.06876,0.693528,0.193614,0.0,0.386406,0.968147,0.888508,,0.287,4.3117,16.8398,1.8152,2.3145,84.6535,21.6749,157.7042,-51.3759,0.3636,2.001,1.7779,0.5132,-0.023569,0.020229,-0.043798,-0.015925,-0.039494,0.025211,-0.022945,-0.019737,0.010592,-0.034203,0.0,0.0,1.449612,0.033751,0.327683,0.361435,0.0,0.087909,0.550656,0.566,58.1667,82.3673,-17.1974,-11.0105,-15.5915,2.5792,,,,,,,,1.234,1.0668,-0.075615,0.196716,0.106859,0.128395,0.133987,912100000.0,0.015632,-0.071022,1816932058.0,,1817000000.0,-2.49,1829000000.0,-2.49,-0.046902
fun_ol2Drv,com_bzqpXx,"Walt Disney Co, The",1744489.0,DIS,2021-01-03,2021-04-03,,2021,Q2,,-0.133814,0.060295,135143000000.0,0.4212,941385365.9,-6757000000.0,7698385365.9,90.8511,-169614634.1,35947000000.0,1337000000.0,1272000000.0,2609000000.0,770000000.0,-4412000000.0,11478000000.0,6235000000.0,56146000000.0,50903000000.0,35947000000.0,155342000000.0,47.1226,-5.7534,345626130000.0,395229130000.0,4.0405,,5.9235,,0.0,,2.9245,6.7737,639.5293,,,91.8924,113.1748,0.023137,0.099507,0.541,1.136538,0.96,-0.562972,2.663039,-0.047618,-0.039141,0.806787,8.157534,8.886696,48.0,15.52381,0.16656,-0.000629,0.373471,0.066099,0.085634,0.071159,0.626529,0.199385,0.0,0.307372,0.903252,0.91997,0.087805,0.287,4.3117,16.8398,1.8152,2.3145,84.6535,21.6749,157.7042,-51.3759,0.3636,2.001,1.8409,0.5132,0.025397,-0.004592,0.029989,0.010904,0.036302,0.025211,0.024581,0.020426,0.167104,0.031438,0.0,0.0,1.802597,0.033751,0.327683,0.361435,0.0,0.087909,0.550656,0.566,58.1667,82.3673,-17.1974,-11.0105,-15.5915,2.6781,,,,,,,,1.234,1.0668,-0.075615,0.196716,0.106859,60.722222,0.133987,1319034146.3,0.084483,0.078781,1816932058.0,,1817000000.0,0.5,1829000000.0,0.49,-0.046902
fun_7KvPEP,com_bzqpXx,"Walt Disney Co, The",1744489.0,DIS,2019-12-29,2021-01-02,,2021,Q1TTM,,-0.191817,-0.051613,135228000000.0,0.4388,-3136000000.0,-6504000000.0,3368000000.0,67.4479,1467000000.0,37170000000.0,-4480000000.0,5344000000.0,864000000.0,3444000000.0,-3343000000.0,13725000000.0,8328000000.0,58275000000.0,52878000000.0,37170000000.0,156333000000.0,46.4356,-6.833,330291140000.0,381448140000.0,3.9287,,5.436,,0.0,,2.8208,6.2779,441.4909,,,62.6454,113.2566,-0.941016,-1.451886,-1.403686,-1.420557,-1.459596,0.107897,1.051651,-0.045889,-0.070778,-0.805493,-3.96124,-1.308089,-0.727848,-0.200499,-0.389224,0.006737,0.298535,-0.073733,-0.073733,-0.075757,0.701465,0.190537,0.0,0.372268,1.06477,0.964955,,0.3017,3.901,19.4395,1.8941,2.329,93.5658,18.7762,156.7228,-44.3808,0.372,1.9956,1.9257,0.5393,-0.022646,0.039068,-0.061714,-0.02296,-0.045606,0.024321,-0.022242,-0.022853,0.01422,-0.039273,0.0,0.0,1.768002,0.034522,0.33824,0.372762,0.0,0.089469,0.537769,0.5943,43.0208,61.2014,-18.5826,-11.8527,-16.8616,2.4526,,,,,,,,1.3137,1.1723,-0.05502,0.225889,0.137064,-0.86055,0.138869,852600000.0,0.014032,-0.071149,1812000000.0,,1812000000.0,-2.74,1823000000.0,-2.73,-0.054751
fun_MebKON,com_bzqpXx,"Walt Disney Co, The",1744489.0,DIS,2020-10-04,2021-01-02,,2021,Q1,,-0.221679,0.00586,135228000000.0,0.4388,95217391.3,-6504000000.0,6599217391.3,67.4479,77217391.3,37170000000.0,146000000.0,1298000000.0,1444000000.0,760000000.0,-3343000000.0,13725000000.0,8328000000.0,58275000000.0,52878000000.0,37170000000.0,156333000000.0,46.4356,-6.833,330291140000.0,381448140000.0,3.9287,,5.436,,0.0,,2.8208,6.2779,441.4909,,,62.6454,113.2566,-0.637368,-0.945624,-0.957046,-0.991616,-0.991379,-0.947858,1.093264,-0.045889,0.104848,1.952965,1.172577,1.160786,1.026316,-0.94961,0.050697,0.006737,0.27534,0.008985,0.008985,0.001108,0.72466,0.179519,0.0,0.266355,0.391304,0.315068,0.347826,0.3017,3.901,19.4395,1.8941,2.329,93.5658,18.7762,156.7228,-44.3808,0.372,1.9956,0.6288,0.5393,0.002571,0.002056,0.000515,0.000191,0.002763,0.024321,0.00271,0.000334,0.088867,0.002379,0.0,0.0,0.110526,0.034522,0.33824,0.372762,0.0,0.089469,0.537769,0.5943,43.0208,61.2014,-18.5826,-11.8527,-16.8616,2.5282,,,,,,,,1.3137,1.1723,-0.05502,0.225889,0.137064,1.028617,0.138869,168913043.5,0.010395,0.002831,1815263899.0,,1812000000.0,0.01,1823000000.0,0.01,-0.054751
fun_039n4d,com_bzqpXx,"Walt Disney Co, The",1744489.0,DIS,2020-10-04,2021-10-02,,2021,FY,,0.031045,0.044138,136736000000.0,0.4974,2975665755.6,2413000000.0,562665755.5999999,6.5415,468665755.6,34512000000.0,3206000000.0,5111000000.0,8317000000.0,3578000000.0,-7513000000.0,8446000000.0,2580000000.0,54406000000.0,48540000000.0,34512000000.0,156630000000.0,48.7324,-3.6503,321746280000.0,369929280000.0,3.6334,,4.7724,161.2763,0.0,0.006201,2.7054,5.4871,44.4787,115.3866,124.3182,66.4623,657.4583,0.872355,4.550388,3.190083,2.013339,1.689873,-0.26917,-0.897962,0.017964,0.060181,0.218965,0.940678,0.844891,0.758065,0.209737,-0.78325,0.002927,0.330579,0.044573,0.047554,0.037186,0.669421,0.200495,0.0,0.286007,0.978914,0.798815,0.009762,0.3328,5.1711,30.9753,2.084,2.3945,70.5848,11.7836,152.4304,-70.062,0.3571,2.0285,1.6204,0.4748,0.021956,0.013142,0.008814,0.003147,0.025103,0.004152,0.015826,0.012375,0.123365,0.021634,0.0,0.0,1.555618,0.037451,0.309902,0.347354,0.0,0.087282,0.565364,0.5322,4.1496,5.8362,18.2836,11.5981,16.3123,2.5804,,,,,,,,1.083,0.9437,-0.111439,0.125278,0.038269,0.54467,0.138182,3623281530.7,0.053744,0.037987,3635311896.0,1.1,1816000000.0,1.1,1828000000.0,1.09,0.028311
fun_jvLbqp,com_z84rvz,DOW INC.,1751788.0,DOW,2022-07-01,2022-09-30,,2022,Q3,,-0.048662,0.059384,26378000000.0,,838201798.2,26378000000.0,-25539798201.8,,78201798.2,7749000000.0,1173000000.0,83000000.0,1256000000.0,,5795000000.0,8011000000.0,7462000000.0,14482000000.0,13933000000.0,7749000000.0,33111000000.0,25.3633,9.9538,,,,,,,,,,,,,,,,-0.444985,-0.457698,-0.560485,-0.554513,-0.542601,,,,,,,,,,,,0.122848,0.078215,0.083103,0.053843,0.877152,0.025221,0.013532,0.044633,0.759241,0.853367,0.240759,,,,,,,,,,0.416,3.197,2.7282,0.7479,,0.020184,,,,,,,0.088983,,,,,0.016581,0.420797,0.437377,0.0,0.015463,0.54716,0.7774,,,,,,,7.5677,5.4078,,,,,-164.7729,1.6059,0.8726,,,,,,838201798.2,0.059384,0.070917,703759369.0,,714300000.0,1.03,718100000.0,1.02,
fun_kpWbGK,com_z84rvz,DOW INC.,1751788.0,DOW,2021-07-01,2021-09-30,,2021,Q3,,,0.128537,,,1907107651.2,,,,201107651.2,,2163000000.0,100000000.0,2263000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.217429,0.169374,0.145784,0.114983,0.782571,0.027162,0.014154,0.048056,0.758897,1.039297,0.241103,,,,,,,,,,,,,,,,,,,,,,0.152524,,,,,,,,,,,,,,,,,,12.1517,10.7141,,,,,,,,,,,,,1907107651.2,0.128537,0.151513,,,,,,,
fun_Q8o0Y8,com_0XLRDy,Dow Inc.,29915.0,DOW,2022-01-01,2022-06-30,,2022,Q2YTD,,0.200295,0.096515,27260000000.0,2.3513,2985014204.5,3375000000.0,-389985795.5,1.3246,-247985795.5,7753000000.0,4123000000.0,1436000000.0,5559000000.0,855000000.0,6749000000.0,9116000000.0,8460000000.0,14764000000.0,14108000000.0,7753000000.0,34271000000.0,26.0582,10.6469,37259399702.3,45546399702.3,1.9638,4.8064,0.6197,5.6038,0.054971,0.178452,1.6708,0.7575,4.0863,5.4678,7.0636,5.2035,14.8212,0.089786,0.133004,0.092622,0.100408,0.140992,1.018097,-1.781574,0.141302,0.026205,0.005411,0.041089,0.111707,0.07109,0.156581,-0.369015,0.050522,0.181939,0.126099,0.13331,0.104533,0.818061,0.030167,0.014065,0.055839,0.765388,1.024497,0.234612,0.9705,6.3889,6.4163,3.0046,6.1559,57.1305,56.8865,59.2928,54.7241,0.4342,3.4748,3.5599,0.7232,0.226937,-0.032029,0.258966,0.112453,0.339391,0.120171,0.12938,0.101451,0.17974,0.328788,0.315672,0.64403,4.043275,0.019142,0.41166,0.430802,0.0,0.015582,0.553617,0.7569,0.6956,1.2657,2.2897,1.2024,2.1879,2.3885,12.4187,8.991,9.8434,6.4157,10.4127,7.8373,-1.1747,1.6357,0.908,0.112242,0.151607,0.140698,0.083119,0.031239,3127376420.5,0.101118,0.136575,718167577.0,,725700000.0,4.4,731500000.0,4.37,
fun_1Eq7ew,com_0XLRDy,Dow Inc.,29915.0,DOW,2021-07-01,2022-06-30,,2022,Q2TTM,,0.301916,0.107237,27260000000.0,2.3513,6448067520.4,3375000000.0,3073067520.4,1.3246,-251932479.6,7753000000.0,8330000000.0,2816000000.0,11146000000.0,2493000000.0,6749000000.0,9116000000.0,8460000000.0,14764000000.0,14108000000.0,7753000000.0,34271000000.0,26.0582,10.6469,37259399702.3,45546399702.3,1.9638,4.8064,0.6197,5.6038,0.054971,0.178452,1.6708,0.7575,4.0863,5.4678,7.0636,5.2035,14.8212,0.290345,0.454768,1.015059,0.598664,,0.712916,2.178135,0.141302,0.030488,-0.02706,-0.029024,-0.041807,-0.027263,-0.016848,-0.231426,0.050522,0.190241,0.137488,0.138535,0.111427,0.809759,0.02947,0.014469,0.052753,0.779977,1.031212,0.220023,0.9705,6.3889,6.4163,3.0046,6.1559,57.1305,56.8865,59.2928,54.7241,0.4342,3.4748,3.5832,0.7232,0.252149,-0.032539,0.284687,0.123623,0.375771,0.120171,0.134451,0.108142,0.185368,0.364032,0.315672,0.64403,3.511031,0.019142,0.41166,0.430802,0.0,0.015582,0.553617,0.7569,0.6956,1.2657,2.2897,1.2024,2.1879,2.6119,12.25,9.4825,8.5838,5.8163,12.8721,9.2059,4.5192,1.6357,0.908,0.112242,0.151607,0.140698,-0.03611,0.031239,6580663562.3,0.109442,0.14286,718167577.0,,725700000.0,8.99,731500000.0,8.92,0.353133
fun_0357ew,com_0XLRDy,Dow Inc.,29915.0,DOW,2022-04-01,2022-06-30,,2022,Q2,,0.128124,0.10034,27260000000.0,2.3513,1571723374.8,3375000000.0,-1803276625.2,1.3246,-109276625.2,7753000000.0,2103000000.0,684000000.0,2787000000.0,501000000.0,6749000000.0,9116000000.0,8460000000.0,14764000000.0,14108000000.0,7753000000.0,34271000000.0,26.0582,10.6469,37259399702.3,45546399702.3,1.9638,4.8064,0.6197,5.6038,0.054971,0.178452,1.6708,0.7575,4.0863,5.4678,7.0636,5.2035,14.8212,-0.100097,-0.105867,-0.151589,-0.129917,-0.099602,-0.07485,-3.739838,0.141302,0.026205,0.005411,0.041089,0.111707,0.07109,0.156581,-0.369015,0.050522,0.176519,0.129469,0.134257,0.107316,0.823481,0.027771,0.013853,0.047051,0.775012,1.031384,0.224988,0.9705,6.3889,6.4163,3.0046,6.1559,57.1305,56.8865,59.2928,54.7241,0.4342,3.4748,3.5838,0.7232,0.235931,-0.014114,0.250044,0.108579,0.34451,0.120171,0.130299,0.104152,0.177924,0.333748,0.315672,0.64403,3.700599,0.019142,0.41166,0.430802,0.0,0.015582,0.553617,0.7569,0.6956,1.2657,2.2897,1.2024,2.1879,2.2812,12.7455,9.5256,9.7091,6.4892,11.2364,8.2,-10.9289,1.6357,0.908,0.112242,0.151607,0.140698,0.083119,0.031239,1571723374.8,0.10034,0.13847,718167577.0,,725700000.0,2.28,731500000.0,2.26,0.353133
